Name,Date,Market_Cap
 Bitcoin ,"Mar 31, 2020","117,814,077,267"
 Bitcoin ,"Mar 30, 2020","117,640,143,688"
 Bitcoin ,"Mar 29, 2020","108,338,520,156"
 Bitcoin ,"Mar 28, 2020","114,183,689,641"
 Bitcoin ,"Mar 27, 2020","118,336,082,172"
 Bitcoin ,"Mar 26, 2020","122,834,375,216"
 Bitcoin ,"Mar 25, 2020","122,174,009,143"
 Bitcoin ,"Mar 24, 2020","123,148,917,787"
 Bitcoin ,"Mar 23, 2020","117,314,776,187"
 Bitcoin ,"Mar 22, 2020","106,591,196,069"
 Bitcoin ,"Mar 21, 2020","113,068,192,795"
 Bitcoin ,"Mar 20, 2020","113,309,245,860"
 Bitcoin ,"Mar 19, 2020","113,162,079,956"
 Cosmos ,"Jan 30, 2020","841,882,518"
 Cosmos ,"Jan 29, 2020","841,480,724"
 Cosmos ,"Jan 28, 2020","874,619,277"
 Cosmos ,"Jan 27, 2020","861,473,073"
 Cosmos ,"Jan 26, 2020","854,395,418"
 Cosmos ,"Jan 25, 2020","841,901,879"
 Cosmos ,"Jan 24, 2020","855,148,282"
 Cosmos ,"Jan 23, 2020","847,521,481"
 Cosmos ,"Jan 22, 2020","887,094,362"
 Cosmos ,"Jan 21, 2020","886,592,072"
 Cosmos ,"Jan 20, 2020","859,109,294"
 Cosmos ,"Jan 19, 2020","861,648,060"
 Cosmos ,"Jan 18, 2020","883,526,141"
 Cosmos ,"Jan 17, 2020","953,671,093"
 Cosmos ,"Jan 16, 2020","967,992,098"
 Bitcoin ,"Mar 18, 2020","95,740,715,529"
 Bitcoin ,"Mar 17, 2020","95,499,941,183"
 Bitcoin ,"Mar 16, 2020","91,633,478,850"
 Bitcoin ,"Mar 15, 2020","98,530,059,890"
 Bitcoin ,"Mar 14, 2020","95,014,981,944"
 Bitcoin ,"Mar 13, 2020","101,644,613,038"
 Bitcoin ,"Mar 12, 2020","90,804,613,601"
 Bitcoin ,"Mar 11, 2020","144,508,402,671"
 Bitcoin ,"Mar 10, 2020","144,465,567,734"
 Bitcoin ,"Mar 09, 2020","144,706,353,758"
 Bitcoin ,"Mar 08, 2020","148,060,284,561"
 Bitcoin ,"Mar 07, 2020","162,684,945,903"
 Bitcoin ,"Mar 06, 2020","166,548,261,960"
 Bitcoin ,"Mar 05, 2020","165,731,679,918"
 Cosmos ,"Jan 15, 2020","871,045,052"
 Cosmos ,"Jan 14, 2020","865,707,914"
 Cosmos ,"Jan 13, 2020","811,564,036"
 Cosmos ,"Jan 12, 2020","812,887,020"
 Cosmos ,"Jan 11, 2020","815,227,389"
 Cosmos ,"Jan 10, 2020","813,022,082"
 Cosmos ,"Jan 09, 2020","812,941,170"
 Cosmos ,"Jan 08, 2020","764,782,468"
 Cosmos ,"Jan 07, 2020","781,067,565"
 Cosmos ,"Jan 06, 2020","782,765,024"
 Cosmos ,"Jan 05, 2020","806,970,072"
 Cosmos ,"Jan 04, 2020","817,358,521"
 Cosmos ,"Jan 03, 2020","810,024,888"
 Cosmos ,"Jan 02, 2020","780,262,140"
 Bitcoin ,"Mar 04, 2020","159,807,857,328"
 Bitcoin ,"Mar 03, 2020","160,383,579,416"
 Bitcoin ,"Mar 02, 2020","161,861,167,745"
 Bitcoin ,"Mar 01, 2020","156,238,987,740"
 Bitcoin ,"Feb 29, 2020","156,895,988,084"
 Bitcoin ,"Feb 28, 2020","158,211,707,019"
 Bitcoin ,"Feb 27, 2020","160,238,496,932"
 Bitcoin ,"Feb 26, 2020","160,879,489,024"
 Bitcoin ,"Feb 25, 2020","170,369,581,558"
 Bitcoin ,"Feb 24, 2020","175,977,808,526"
 Bitcoin ,"Feb 23, 2020","180,963,233,540"
 Bitcoin ,"Feb 22, 2020","176,180,696,548"
 Bitcoin ,"Feb 21, 2020","176,587,087,363"
 Bitcoin ,"Feb 20, 2020","175,147,142,158"
 Cosmos ,"Jan 01, 2020","835,245,527"
 Cosmos ,"Dec 31, 2019","804,079,143"
 Cosmos ,"Dec 30, 2019","799,024,500"
 Cosmos ,"Dec 29, 2019","813,804,081"
 Cosmos ,"Dec 28, 2019","840,180,977"
 Cosmos ,"Dec 27, 2019","861,978,946"
 Cosmos ,"Dec 26, 2019","873,061,135"
 Cosmos ,"Dec 25, 2019","820,436,002"
 Cosmos ,"Dec 24, 2019","843,489,942"
 Cosmos ,"Dec 23, 2019","820,276,987"
 Cosmos ,"Dec 22, 2019","814,002,309"
 Cosmos ,"Dec 21, 2019","779,582,076"
 Cosmos ,"Dec 20, 2019","822,749,311"
 Cosmos ,"Dec 19, 2019","817,804,301"
 Cosmos ,"Dec 18, 2019","820,891,581"
 Bitcoin ,"Feb 19, 2020","175,585,931,679"
 Bitcoin ,"Feb 18, 2020","184,838,512,656"
 Bitcoin ,"Feb 17, 2020","176,585,280,987"
 Bitcoin ,"Feb 16, 2020","181,017,665,264"
 Bitcoin ,"Feb 15, 2020","180,179,996,219"
 Bitcoin ,"Feb 14, 2020","187,862,645,449"
 Bitcoin ,"Feb 13, 2020","186,065,003,526"
 Bitcoin ,"Feb 12, 2020","188,081,204,386"
 Bitcoin ,"Feb 11, 2020","185,917,114,989"
 Bitcoin ,"Feb 10, 2020","179,494,809,266"
 Bitcoin ,"Feb 09, 2020","184,214,765,394"
 Bitcoin ,"Feb 08, 2020","179,615,828,322"
 Bitcoin ,"Feb 07, 2020","178,339,437,206"
 Bitcoin ,"Feb 06, 2020","177,118,274,394"
 Bitcoin ,"Feb 05, 2020","174,983,423,933"
 Cosmos ,"Dec 17, 2019","691,687,130"
 Cosmos ,"Dec 16, 2019","777,998,924"
 Cosmos ,"Dec 15, 2019","857,024,370"
 Cosmos ,"Dec 14, 2019","809,375,555"
 Cosmos ,"Dec 13, 2019","760,233,969"
 Cosmos ,"Dec 12, 2019","786,418,456"
 Cosmos ,"Dec 11, 2019","727,362,979"
 Cosmos ,"Dec 10, 2019","686,204,619"
 Cosmos ,"Dec 09, 2019","706,522,307"
 Cosmos ,"Dec 08, 2019","752,311,274"
 Cosmos ,"Dec 07, 2019","725,664,435"
 Cosmos ,"Dec 06, 2019","699,673,035"
 Cosmos ,"Dec 05, 2019","673,233,028"
 Cosmos ,"Dec 04, 2019","686,314,900"
 Bitcoin ,"Feb 04, 2020","167,093,636,162"
 Bitcoin ,"Feb 03, 2020","169,126,861,034"
 Bitcoin ,"Feb 02, 2020","170,034,976,662"
 Bitcoin ,"Feb 01, 2020","170,900,662,180"
 Bitcoin ,"Jan 31, 2020","170,112,778,161"
 Bitcoin ,"Jan 30, 2020","172,978,577,931"
 Bitcoin ,"Jan 29, 2020","169,460,984,603"
 Bitcoin ,"Jan 28, 2020","170,205,617,955"
 Bitcoin ,"Jan 27, 2020","162,027,957,435"
 Bitcoin ,"Jan 26, 2020","156,322,174,637"
 Bitcoin ,"Jan 25, 2020","152,143,262,650"
 Bitcoin ,"Jan 24, 2020","153,536,829,768"
 Bitcoin ,"Jan 23, 2020","152,813,329,633"
 Bitcoin ,"Jan 22, 2020","157,783,273,070"
 Cosmos ,"Dec 03, 2019","705,977,051"
 Cosmos ,"Dec 02, 2019","702,017,417"
 Cosmos ,"Dec 01, 2019","726,017,955"
 Cosmos ,"Nov 30, 2019","748,553,792"
 Cosmos ,"Nov 29, 2019","765,177,996"
 Cosmos ,"Nov 28, 2019","703,065,720"
 Cosmos ,"Nov 27, 2019","683,546,815"
 Cosmos ,"Nov 26, 2019","669,041,544"
 Cosmos ,"Nov 25, 2019","650,377,013"
 Cosmos ,"Nov 24, 2019","582,795,477"
 Cosmos ,"Nov 23, 2019","620,624,399"
 Cosmos ,"Nov 22, 2019","561,156,547"
 Cosmos ,"Nov 21, 2019","609,810,312"
 Cosmos ,"Nov 20, 2019","638,110,659"
 Cosmos ,"Nov 19, 2019","672,655,150"
 Bitcoin ,"Jan 21, 2020","158,947,996,834"
 Bitcoin ,"Jan 20, 2020","157,327,553,259"
 Bitcoin ,"Jan 19, 2020","158,194,319,735"
 Bitcoin ,"Jan 18, 2020","162,475,965,880"
 Bitcoin ,"Jan 17, 2020","162,211,148,778"
 Bitcoin ,"Jan 16, 2020","158,465,055,984"
 Bitcoin ,"Jan 15, 2020","159,959,191,212"
 Bitcoin ,"Jan 14, 2020","160,319,484,883"
 Bitcoin ,"Jan 13, 2020","147,890,525,973"
 Bitcoin ,"Jan 12, 2020","148,752,956,966"
 Bitcoin ,"Jan 11, 2020","145,924,199,942"
 Bitcoin ,"Jan 10, 2020","148,249,907,277"
 Bitcoin ,"Jan 09, 2020","143,016,572,819"
 Bitcoin ,"Jan 08, 2020","146,645,162,431"
 Bitcoin ,"Jan 07, 2020","148,152,237,654"
 Cosmos ,"Nov 18, 2019","692,125,580"
 Cosmos ,"Nov 17, 2019","748,307,219"
 Cosmos ,"Nov 16, 2019","760,419,950"
 Cosmos ,"Nov 15, 2019","748,906,249"
 Cosmos ,"Nov 14, 2019","765,966,045"
 Cosmos ,"Nov 13, 2019","761,863,902"
 Cosmos ,"Nov 12, 2019","804,250,701"
 Cosmos ,"Nov 11, 2019","831,135,433"
 Cosmos ,"Nov 10, 2019","802,408,393"
 Cosmos ,"Nov 09, 2019","755,704,287"
 Cosmos ,"Nov 08, 2019","726,952,590"
 Cosmos ,"Nov 07, 2019","741,610,195"
 Cosmos ,"Nov 06, 2019","717,109,050"
 Cosmos ,"Nov 05, 2019","715,727,237"
 Cosmos ,"Nov 04, 2019","691,042,409"
 Bitcoin ,"Jan 06, 2020","140,976,457,304"
 Bitcoin ,"Jan 05, 2020","134,469,548,249"
 Bitcoin ,"Jan 04, 2020","134,442,464,030"
 Bitcoin ,"Jan 03, 2020","133,233,444,755"
 Bitcoin ,"Jan 02, 2020","126,699,395,235"
 Bitcoin ,"Jan 01, 2020","130,580,829,150"
 Bitcoin ,"Dec 31, 2019","130,446,112,598"
 Bitcoin ,"Dec 30, 2019","132,235,128,152"
 Bitcoin ,"Dec 29, 2019","134,570,835,775"
 Bitcoin ,"Dec 28, 2019","132,659,059,740"
 Bitcoin ,"Dec 27, 2019","132,139,502,950"
 Bitcoin ,"Dec 26, 2019","131,200,030,100"
 Bitcoin ,"Dec 25, 2019","131,840,641,292"
 Bitcoin ,"Dec 24, 2019","132,687,583,295"
 Bitcoin ,"Dec 23, 2019","133,275,709,111"
 Cosmos ,"Nov 03, 2019","647,561,219"
 Cosmos ,"Nov 02, 2019","654,660,477"
 Cosmos ,"Nov 01, 2019","623,512,129"
 Cosmos ,"Oct 31, 2019","611,175,820"
 Cosmos ,"Oct 30, 2019","578,792,666"
 Cosmos ,"Oct 29, 2019","601,809,776"
 Cosmos ,"Oct 28, 2019","593,950,561"
 Cosmos ,"Oct 27, 2019","610,752,427"
 Cosmos ,"Oct 26, 2019","588,786,104"
 Cosmos ,"Oct 25, 2019","575,105,054"
 Cosmos ,"Oct 24, 2019","543,146,436"
 Cosmos ,"Oct 23, 2019","512,752,506"
 Cosmos ,"Oct 22, 2019","548,912,904"
 Cosmos ,"Oct 21, 2019","570,027,385"
 Cosmos ,"Oct 20, 2019","553,775,159"
 Bitcoin ,"Dec 22, 2019","136,088,022,049"
 Bitcoin ,"Dec 21, 2019","130,267,655,889"
 Bitcoin ,"Dec 20, 2019","130,752,796,980"
 Bitcoin ,"Dec 19, 2019","130,445,758,713"
 Bitcoin ,"Dec 18, 2019","131,754,969,804"
 Bitcoin ,"Dec 17, 2019","120,234,244,809"
 Bitcoin ,"Dec 16, 2019","125,515,586,952"
 Bitcoin ,"Dec 15, 2019","129,481,424,648"
 Bitcoin ,"Dec 14, 2019","128,970,221,233"
 Bitcoin ,"Dec 13, 2019","131,581,377,758"
 Bitcoin ,"Dec 12, 2019","131,087,151,088"
 Bitcoin ,"Dec 11, 2019","130,609,895,528"
 Bitcoin ,"Dec 10, 2019","131,696,121,855"
 Bitcoin ,"Dec 09, 2019","133,904,005,787"
 Bitcoin ,"Dec 08, 2019","136,847,419,896"
 Cosmos ,"Oct 19, 2019","526,511,272"
 Cosmos ,"Oct 18, 2019","525,121,084"
 Cosmos ,"Oct 17, 2019","556,695,074"
 Cosmos ,"Oct 16, 2019","543,831,446"
 Cosmos ,"Oct 15, 2019","562,462,768"
 Cosmos ,"Oct 14, 2019","591,511,951"
 Cosmos ,"Oct 13, 2019","549,067,250"
 Cosmos ,"Oct 12, 2019","541,481,340"
 Cosmos ,"Oct 11, 2019","540,687,492"
 Cosmos ,"Oct 10, 2019","553,772,569"
 Cosmos ,"Oct 09, 2019","555,297,981"
 Cosmos ,"Oct 08, 2019","555,690,359"
 Cosmos ,"Oct 07, 2019","554,766,043"
 Cosmos ,"Oct 06, 2019","508,541,850"
 Cosmos ,"Oct 05, 2019","523,752,708"
 Cosmos ,"Oct 04, 2019","493,133,634"
 Bitcoin ,"Dec 07, 2019","136,686,769,529"
 Bitcoin ,"Dec 06, 2019","136,504,883,935"
 Bitcoin ,"Dec 05, 2019","134,706,455,048"
 Bitcoin ,"Dec 04, 2019","131,143,073,943"
 Bitcoin ,"Dec 03, 2019","132,359,942,301"
 Bitcoin ,"Dec 02, 2019","132,378,982,377"
 Bitcoin ,"Dec 01, 2019","134,215,145,410"
 Bitcoin ,"Nov 30, 2019","136,829,391,049"
 Bitcoin ,"Nov 29, 2019","140,280,108,521"
 Bitcoin ,"Nov 28, 2019","134,879,411,013"
 Bitcoin ,"Nov 27, 2019","136,102,712,894"
 Bitcoin ,"Nov 26, 2019","130,429,018,720"
 Bitcoin ,"Nov 25, 2019","129,112,952,930"
 Cosmos ,"Oct 03, 2019","492,272,917"
 Cosmos ,"Oct 02, 2019","496,552,363"
 Cosmos ,"Oct 01, 2019","486,332,754"
 Cosmos ,"Sep 30, 2019","501,571,355"
 Cosmos ,"Sep 29, 2019","420,753,478"
 Cosmos ,"Sep 28, 2019","435,186,653"
 Cosmos ,"Sep 27, 2019","436,934,670"
 Cosmos ,"Sep 26, 2019","423,708,570"
 Cosmos ,"Sep 25, 2019","439,268,852"
 Cosmos ,"Sep 24, 2019","427,485,956"
 Cosmos ,"Sep 23, 2019","491,987,769"
 Cosmos ,"Sep 22, 2019","555,000,113"
 Cosmos ,"Sep 21, 2019","586,276,849"
 Cosmos ,"Sep 20, 2019","607,338,024"
 Bitcoin ,"Nov 24, 2019","127,327,398,565"
 Bitcoin ,"Nov 23, 2019","133,636,205,957"
 Bitcoin ,"Nov 22, 2019","131,791,783,672"
 Bitcoin ,"Nov 21, 2019","138,031,885,379"
 Bitcoin ,"Nov 20, 2019","144,962,727,398"
 Bitcoin ,"Nov 19, 2019","148,178,376,843"
 Bitcoin ,"Nov 18, 2019","150,025,712,267"
 Bitcoin ,"Nov 17, 2019","154,861,842,425"
 Bitcoin ,"Nov 16, 2019","154,354,054,194"
 Bitcoin ,"Nov 15, 2019","153,277,483,626"
 Bitcoin ,"Nov 14, 2019","157,160,974,644"
 Bitcoin ,"Nov 13, 2019","158,949,942,842"
 Bitcoin ,"Nov 12, 2019","159,068,712,900"
 Bitcoin ,"Nov 11, 2019","158,009,772,437"
 Bitcoin ,"Nov 10, 2019","163,364,406,732"
 Cosmos ,"Sep 19, 2019","596,904,964"
 Cosmos ,"Sep 18, 2019","631,189,165"
 Cosmos ,"Sep 17, 2019","633,548,174"
 Cosmos ,"Sep 16, 2019","632,979,343"
 Cosmos ,"Sep 15, 2019","657,552,909"
 Cosmos ,"Sep 14, 2019","592,230,157"
 Cosmos ,"Sep 13, 2019","605,163,896"
 Cosmos ,"Sep 12, 2019","587,383,710"
 Cosmos ,"Sep 11, 2019","490,934,316"
 Cosmos ,"Sep 10, 2019","494,703,405"
 Cosmos ,"Sep 09, 2019","522,540,638"
 Cosmos ,"Sep 08, 2019","521,361,739"
 Cosmos ,"Sep 07, 2019","414,893,698"
 Cosmos ,"Sep 06, 2019","389,639,446"
 Cosmos ,"Sep 05, 2019","371,475,988"
 Cosmos ,"Sep 04, 2019","390,494,353"
 Bitcoin ,"Nov 09, 2019","158,981,489,715"
 Bitcoin ,"Nov 08, 2019","158,808,570,729"
 Bitcoin ,"Nov 07, 2019","167,138,722,904"
 Bitcoin ,"Nov 06, 2019","168,806,151,583"
 Bitcoin ,"Nov 05, 2019","168,459,778,835"
 Bitcoin ,"Nov 04, 2019","169,706,332,936"
 Bitcoin ,"Nov 03, 2019","166,495,319,475"
 Bitcoin ,"Nov 02, 2019","168,090,392,935"
 Bitcoin ,"Nov 01, 2019","166,928,044,164"
 Bitcoin ,"Oct 31, 2019","165,804,227,835"
 Bitcoin ,"Oct 30, 2019","165,899,500,650"
 Bitcoin ,"Oct 29, 2019","169,883,866,262"
 Bitcoin ,"Oct 28, 2019","166,777,392,742"
 Bitcoin ,"Oct 27, 2019","172,087,039,875"
 Bitcoin ,"Oct 26, 2019","166,547,360,782"
 Cosmos ,"Sep 03, 2019","412,176,574"
 Cosmos ,"Sep 02, 2019","404,413,303"
 Cosmos ,"Sep 01, 2019","407,758,260"
 Cosmos ,"Aug 31, 2019","388,605,920"
 Cosmos ,"Aug 30, 2019","411,781,269"
 Cosmos ,"Aug 29, 2019","414,695,846"
 Cosmos ,"Aug 28, 2019","442,743,836"
 Cosmos ,"Aug 27, 2019","488,442,591"
 Cosmos ,"Aug 26, 2019","500,489,628"
 Cosmos ,"Aug 25, 2019","499,349,869"
 Cosmos ,"Aug 24, 2019","514,937,893"
 Cosmos ,"Aug 23, 2019","515,720,515"
 Cosmos ,"Aug 22, 2019","518,612,507"
 Cosmos ,"Aug 21, 2019","505,698,204"
 Cosmos ,"Aug 20, 2019","550,687,053"
 Cosmos ,"Aug 19, 2019","554,912,060"
 Bitcoin ,"Oct 25, 2019","156,006,603,607"
 Bitcoin ,"Oct 24, 2019","134,968,410,276"
 Bitcoin ,"Oct 23, 2019","135,337,364,282"
 Bitcoin ,"Oct 22, 2019","145,469,660,005"
 Bitcoin ,"Oct 21, 2019","148,432,733,155"
 Bitcoin ,"Oct 20, 2019","148,026,597,064"
 Bitcoin ,"Oct 19, 2019","143,808,163,807"
 Bitcoin ,"Oct 18, 2019","143,517,630,376"
 Bitcoin ,"Oct 17, 2019","145,853,994,298"
 Bitcoin ,"Oct 16, 2019","144,823,993,562"
 Bitcoin ,"Oct 15, 2019","147,650,082,215"
 Bitcoin ,"Oct 14, 2019","150,680,499,056"
 Bitcoin ,"Oct 13, 2019","149,700,817,939"
 Bitcoin ,"Oct 12, 2019","149,965,767,624"
 Bitcoin ,"Oct 11, 2019","149,685,618,275"
 Cosmos ,"Aug 18, 2019","567,604,545"
 Cosmos ,"Aug 17, 2019","553,141,768"
 Cosmos ,"Aug 16, 2019","556,632,355"
 Cosmos ,"Aug 15, 2019","562,660,160"
 Cosmos ,"Aug 14, 2019","542,120,033"
 Cosmos ,"Aug 13, 2019","619,723,678"
 Cosmos ,"Aug 12, 2019","635,407,748"
 Cosmos ,"Aug 11, 2019","672,076,520"
 Cosmos ,"Aug 10, 2019","636,214,333"
 Cosmos ,"Aug 09, 2019","598,683,603"
 Cosmos ,"Aug 08, 2019","622,079,898"
 Cosmos ,"Aug 07, 2019","666,501,619"
 Cosmos ,"Aug 06, 2019","677,875,125"
 Cosmos ,"Aug 05, 2019","722,946,974"
 Cosmos ,"Aug 04, 2019","688,488,764"
 Cosmos ,"Aug 03, 2019","706,528,201"
 Bitcoin ,"Oct 10, 2019","154,430,515,160"
 Bitcoin ,"Oct 09, 2019","154,579,656,110"
 Bitcoin ,"Oct 08, 2019","147,966,069,982"
 Bitcoin ,"Oct 07, 2019","148,252,589,805"
 Bitcoin ,"Oct 06, 2019","143,607,672,862"
 Bitcoin ,"Oct 05, 2019","146,529,229,668"
 Bitcoin ,"Oct 04, 2019","147,491,804,056"
 Bitcoin ,"Oct 03, 2019","148,448,162,840"
 Bitcoin ,"Oct 02, 2019","150,823,797,662"
 Bitcoin ,"Oct 01, 2019","149,913,972,768"
 Bitcoin ,"Sep 30, 2019","149,011,567,415"
 Bitcoin ,"Sep 29, 2019","145,590,374,681"
 Bitcoin ,"Sep 28, 2019","148,122,503,616"
 Bitcoin ,"Sep 27, 2019","148,212,635,834"
 Cosmos ,"Aug 02, 2019","697,565,673"
 Cosmos ,"Aug 01, 2019","678,390,927"
 Cosmos ,"Jul 31, 2019","697,645,163"
 Cosmos ,"Jul 30, 2019","685,797,659"
 Cosmos ,"Jul 29, 2019","687,142,202"
 Cosmos ,"Jul 28, 2019","689,863,878"
 Cosmos ,"Jul 27, 2019","689,671,448"
 Cosmos ,"Jul 26, 2019","744,570,091"
 Cosmos ,"Jul 25, 2019","731,289,303"
 Cosmos ,"Jul 24, 2019","745,698,465"
 Cosmos ,"Jul 23, 2019","710,117,884"
 Cosmos ,"Jul 22, 2019","762,720,351"
 Cosmos ,"Jul 21, 2019","806,272,808"
 Cosmos ,"Jul 20, 2019","776,372,701"
 Cosmos ,"Jul 19, 2019","750,406,984"
 Cosmos ,"Jul 18, 2019","785,535,785"
 Bitcoin ,"Sep 26, 2019","145,812,492,488"
 Bitcoin ,"Sep 25, 2019","152,404,005,091"
 Bitcoin ,"Sep 24, 2019","154,785,821,876"
 Bitcoin ,"Sep 23, 2019","174,674,558,023"
 Bitcoin ,"Sep 22, 2019","180,784,051,699"
 Bitcoin ,"Sep 21, 2019","179,853,287,294"
 Bitcoin ,"Sep 20, 2019","182,738,947,696"
 Bitcoin ,"Sep 19, 2019","184,240,949,577"
 Bitcoin ,"Sep 18, 2019","182,998,899,156"
 Bitcoin ,"Sep 17, 2019","183,748,515,828"
 Bitcoin ,"Sep 16, 2019","184,366,827,555"
 Bitcoin ,"Sep 15, 2019","185,618,174,384"
 Bitcoin ,"Sep 14, 2019","185,784,300,332"
 Bitcoin ,"Sep 13, 2019","185,809,163,035"
 Bitcoin ,"Sep 12, 2019","186,678,943,059"
 Bitcoin ,"Sep 11, 2019","182,502,788,242"
 Cosmos ,"Jul 17, 2019","730,936,272"
 Cosmos ,"Jul 16, 2019","696,192,771"
 Cosmos ,"Jul 15, 2019","798,737,816"
 Cosmos ,"Jul 14, 2019","728,560,119"
 Cosmos ,"Jul 13, 2019","816,172,392"
 Cosmos ,"Jul 12, 2019","865,794,823"
 Cosmos ,"Jul 11, 2019","828,937,553"
 Cosmos ,"Jul 10, 2019","855,461,928"
 Cosmos ,"Jul 09, 2019","955,021,109"
 Cosmos ,"Jul 08, 2019","989,932,545"
 Cosmos ,"Jul 07, 2019","1,030,941,752"
 Cosmos ,"Jul 06, 2019","1,008,897,021"
 Cosmos ,"Jul 05, 2019","1,021,845,213"
 Cosmos ,"Jul 04, 2019","1,047,290,295"
 Cosmos ,"Jul 03, 2019","1,068,912,297"
 Bitcoin ,"Sep 10, 2019","181,360,731,383"
 Bitcoin ,"Sep 09, 2019","185,263,578,990"
 Bitcoin ,"Sep 08, 2019","187,150,078,007"
 Bitcoin ,"Sep 07, 2019","188,488,525,926"
 Bitcoin ,"Sep 06, 2019","185,530,405,363"
 Bitcoin ,"Sep 05, 2019","189,492,405,383"
 Bitcoin ,"Sep 04, 2019","189,810,010,608"
 Bitcoin ,"Sep 03, 2019","190,312,487,956"
 Bitcoin ,"Sep 02, 2019","185,333,114,163"
 Bitcoin ,"Sep 01, 2019","174,768,292,883"
 Bitcoin ,"Aug 31, 2019","172,470,743,516"
 Bitcoin ,"Aug 30, 2019","171,869,216,524"
 Bitcoin ,"Aug 29, 2019","170,274,910,132"
 Bitcoin ,"Aug 28, 2019","174,627,460,400"
 Bitcoin ,"Aug 27, 2019","182,325,540,955"
 Bitcoin ,"Aug 26, 2019","185,625,235,889"
 Bitcoin ,"Aug 25, 2019","181,450,186,164"
 Bitcoin ,"Aug 24, 2019","181,813,631,752"
 Cosmos ,"Jul 02, 2019","1,019,998,672"
 Cosmos ,"Jul 01, 2019","1,041,667,538"
 Cosmos ,"Jun 30, 2019","1,032,279,304"
 Cosmos ,"Jun 29, 2019","1,159,300,177"
 Cosmos ,"Jun 28, 2019","1,129,171,144"
 Cosmos ,"Jun 27, 2019","1,042,914,729"
 Cosmos ,"Jun 26, 2019","1,202,661,457"
 Cosmos ,"Jun 25, 2019","1,254,641,357"
 Cosmos ,"Jun 24, 2019","1,266,089,571"
 Cosmos ,"Jun 23, 2019","1,297,201,138"
 Cosmos ,"Jun 22, 2019","1,276,004,798"
 Cosmos ,"Jun 21, 2019","1,242,446,023"
 Cosmos ,"Jun 20, 2019","1,238,685,540"
 Cosmos ,"Jun 19, 2019","1,267,886,254"
 Cosmos ,"Jun 18, 2019","1,255,871,810"
 Cosmos ,"Jun 17, 2019","1,338,109,288"
 Bitcoin ,"Aug 23, 2019","186,231,409,722"
 Bitcoin ,"Aug 22, 2019","181,257,125,783"
 Bitcoin ,"Aug 21, 2019","181,364,502,142"
 Bitcoin ,"Aug 20, 2019","192,530,283,565"
 Bitcoin ,"Aug 19, 2019","195,243,306,008"
 Bitcoin ,"Aug 18, 2019","185,022,920,955"
 Bitcoin ,"Aug 17, 2019","182,966,857,173"
 Bitcoin ,"Aug 16, 2019","185,500,055,339"
 Bitcoin ,"Aug 15, 2019","184,357,666,577"
 Bitcoin ,"Aug 14, 2019","179,692,803,424"
 Bitcoin ,"Aug 13, 2019","194,762,696,644"
 Bitcoin ,"Aug 12, 2019","203,441,494,985"
 Bitcoin ,"Aug 11, 2019","205,941,632,235"
 Bitcoin ,"Aug 10, 2019","202,890,020,455"
 Cosmos ,"Jun 16, 2019","1,285,689,468"
 Cosmos ,"Jun 15, 2019","1,182,396,920"
 Cosmos ,"Jun 14, 2019","1,201,222,633"
 Cosmos ,"Jun 13, 2019","1,198,829,419"
 Cosmos ,"Jun 12, 2019","1,169,221,850"
 Cosmos ,"Jun 11, 2019","1,141,014,440"
 Cosmos ,"Jun 10, 2019","1,164,854,311"
 Cosmos ,"Jun 09, 2019","1,119,797,047"
 Cosmos ,"Jun 08, 2019","1,170,516,443"
 Cosmos ,"Jun 07, 2019","1,208,838,509"
 Cosmos ,"Jun 06, 2019","1,155,320,476"
 Cosmos ,"Jun 05, 2019","1,179,222,071"
 Cosmos ,"Jun 04, 2019","1,128,755,551"
 Cosmos ,"Jun 03, 2019","1,260,884,793"
 Cosmos ,"Jun 02, 2019","1,212,264,016"
 Cosmos ,"Jun 01, 2019","1,102,188,614"
 Bitcoin ,"Aug 09, 2019","211,961,319,133"
 Bitcoin ,"Aug 08, 2019","213,788,089,212"
 Bitcoin ,"Aug 07, 2019","213,330,426,789"
 Bitcoin ,"Aug 06, 2019","205,023,347,814"
 Bitcoin ,"Aug 05, 2019","210,848,822,060"
 Bitcoin ,"Aug 04, 2019","195,907,875,403"
 Bitcoin ,"Aug 03, 2019","193,233,960,601"
 Bitcoin ,"Aug 02, 2019","187,791,090,996"
 Bitcoin ,"Aug 01, 2019","185,653,203,391"
 Bitcoin ,"Jul 31, 2019","180,028,959,603"
 Bitcoin ,"Jul 30, 2019","171,472,452,506"
 Bitcoin ,"Jul 29, 2019","169,880,343,827"
 Bitcoin ,"Jul 28, 2019","170,461,958,074"
 Bitcoin ,"Jul 27, 2019","169,099,540,423"
 Bitcoin ,"Jul 26, 2019","176,085,968,354"
 Cosmos ,"May 31, 2019","1,108,478,181"
 Cosmos ,"May 30, 2019","1,132,682,951"
 Cosmos ,"May 29, 2019","894,188,262"
 Cosmos ,"May 28, 2019","908,066,009"
 Cosmos ,"May 27, 2019","890,485,476"
 Cosmos ,"May 26, 2019","859,734,893"
 Cosmos ,"May 25, 2019","843,739,243"
 Cosmos ,"May 24, 2019","852,940,374"
 Cosmos ,"May 23, 2019","826,634,619"
 Cosmos ,"May 22, 2019","831,229,997"
 Cosmos ,"May 21, 2019","910,643,797"
 Bitcoin ,"Jul 25, 2019","176,806,451,137"
